subID,expID,onset,offset,category,trialsID,instanceID,individual_prop_1,individual_prop_2,individual_prop_3,individual_prop_4,individual_prop_5,individual_prop_6,individual_prop_7,individual_prop_8,individual_prop_9,individual_prop_10,individual_prop_11,individual_prop_12,individual_prop_13,individual_prop_14,individual_prop_15,individual_prop_16,individual_prop_17,individual_prop_18,targetGaze
18511,185,283.8,286.05,12,1,100,0.0,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.50933,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.08
18511,185,288.5,290.75,13,1,101,0.0,0.0,0.14222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85778,0.0,0.0,0.0,0.0,0.0,0.85778
18511,185,290.75,293.0,3,1,102,0.0,0.0,0.76578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23422,0.0,0.0,0.0,0.0,0.0,0.76578
18511,185,293.0,295.25,18,1,103,0.0,0.0,0.22578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756,0.756
18511,185,295.25,297.5,10,1,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16756,0.82356
18511,185,299.95,302.2,11,1,105,0.0,0.0,0.0,0.0,0.0,0.0,0.16089,0.46622,0.0,0.0,0.10711,0.0,0.0,0.0,0.0,0.0,0.21244,0.0,0.10711
18511,185,302.2,304.45,17,1,106,0.0,0.0,0.0,0.0,0.0,0.0,0.63289,0.25956,0.0,0.0,0.088889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18511,185,304.45,306.7,7,1,107,0.0,0.0,0.0,0.0,0.0,0.0,0.20178,0.0,0.0,0.0,0.79822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20178
18511,185,306.7,308.95,8,1,108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25778,0.0,0.0,0.25822,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.25778
18512,185,2.25,4.5,10,1,1,0.0,0.0,0.0,0.0,0.796,0.0,0.0,0.0,0.0,0.17733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17733
18512,185,4.5,6.75,5,1,2,0.0,0.24622,0.0,0.0,0.32667,0.0,0.35867,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32667
18512,185,6.75,9.0,7,1,3,0.0,0.43378,0.0,0.0,0.26978,0.0,0.26044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26044
18512,185,9.0,11.25,2,1,4,0.0,0.13289,0.0,0.0,0.20444,0.0,0.35244,0.0,0.0,0.23822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13289
18512,185,13.7,15.95,14,1,5,0.0,0.0,0.0,0.54622,0.0,0.099111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32889,0.0,0.0,0.0,0.0,0.32889
18512,185,15.95,18.2,6,1,6,0.0,0.0,0.0,0.89244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.088889,0.0,0.0,0.0,0.0,0.0
18512,185,18.2,20.45,3,1,7,0.0,0.0,0.48667,0.068,0.0,0.40933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48667
18512,185,20.45,22.7,4,1,8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18512,185,25.15,27.4,12,1,9,0.0,0.0,0.0,0.0,0.0,0.46444,0.0,0.0,0.0,0.0,0.0,0.51778,0.0,0.0,0.0,0.0,0.0,0.0,0.51778
18512,185,27.4,29.65,6,1,10,0.0,0.0,0.0,0.0,0.0,0.59822,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.21556,0.59822
18512,185,29.65,31.9,13,1,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47022,0.0,0.0,0.0,0.0,0.43911,0.47022
18512,185,31.9,34.15,18,1,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
18512,185,36.6,38.85,9,1,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.70178,0.0,0.0,0.28
18512,185,38.85,41.1,17,1,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70711,0.26578,0.0,0.26578
18512,185,41.1,43.35,16,1,15,0.56533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33467,0.0,0.0
18512,185,43.35,45.6,1,1,16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
18512,185,48.05,50.3,4,1,17,0.0,0.39867,0.0,0.17689,0.0,0.22178,0.0,0.0,0.0,0.10622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17689
18512,185,50.3,52.55,2,1,18,0.0,0.124,0.0,0.59422,0.0,0.25511,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.124
18512,185,52.55,54.8,6,1,19,0.0,0.088444,0.0,0.17867,0.0,0.44267,0.0,0.0,0.0,0.16044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44267
18512,185,54.8,57.05,10,1,20,0.0,0.072444,0.0,0.15911,0.0,0.094667,0.0,0.0,0.0,0.63822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63822
18512,185,59.5,61.75,12,1,21,0.24578,0.0,0.27422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44444,0.0,0.0,0.0,0.0,0.0,0.0
18512,185,61.75,64.0,3,1,22,0.83467,0.0,0.15644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15644
